9.454545454545454364e-01,1.687668613158166409e-03
9.272727272727272485e-01,1.800180063582956791e-03
9.545454545454545858e-01,1.591230509802699089e-03
9.545454545454545858e-01,1.575157395564019680e-03
8.636363636363636465e-01,1.398354070261120796e-03
9.636363636363636243e-01,1.912691281177103519e-03
9.727272727272727737e-01,1.751960953697562218e-03
9.272727272727272485e-01,1.478719292208552361e-03
9.545454545454545858e-01,1.735887839458882809e-03
9.000000000000000222e-01,1.414427300915122032e-03
