2.083859205245971680e+00,5.500000000000000000e+01,6.137844324111938477e-01
2.067035436630249023e+00,3.200000000000000000e+01,6.199920177459716797e-01
2.093171596527099609e+00,2.300000000000000000e+01,6.103284358978271484e-01
2.116278886795043945e+00,3.600000000000000000e+01,6.016607880592346191e-01
2.116950988769531250e+00,3.400000000000000000e+01,6.013613343238830566e-01
2.106193065643310547e+00,2.700000000000000000e+01,6.054545640945434570e-01
2.112288951873779297e+00,3.200000000000000000e+01,6.031771898269653320e-01
2.169726133346557617e+00,1.240000000000000000e+02,5.807948112487792969e-01
2.130551576614379883e+00,5.300000000000000000e+01,5.962393879890441895e-01
2.102836608886718750e+00,5.100000000000000000e+01,6.067248582839965820e-01
