2.256642818450927734e+00,2.200000000000000000e+01,5.470876693725585938e-01
2.283270597457885742e+00,1.100000000000000000e+01,5.363458395004272461e-01
2.250275611877441406e+00,9.000000000000000000e+00,5.495934486389160156e-01
2.182717800140380859e+00,1.700000000000000000e+01,5.762719511985778809e-01
2.143005847930908203e+00,1.500000000000000000e+01,5.915461182594299316e-01
2.291008710861206055e+00,1.156100000000000000e+04,5.331961512565612793e-01
2.142547130584716797e+00,1.300000000000000000e+01,5.917357802391052246e-01
2.269774913787841797e+00,1.100000000000000000e+01,5.418102145195007324e-01
2.108508110046386719e+00,1.300000000000000000e+01,6.046038866043090820e-01
2.222359180450439453e+00,6.000000000000000000e+00,5.607544183731079102e-01
