2.144138813018798828e+00,4.337007994763553143e-04,5.911151170730590820e-01
2.153594255447387695e+00,7.989226141944527626e-04,5.874785184860229492e-01
2.177096366882324219e+00,3.423953894525766373e-04,5.783966779708862305e-01
2.128304958343505859e+00,5.250062095001339912e-04,5.970262885093688965e-01
2.127407312393188477e+00,6.847907789051532745e-04,5.974673032760620117e-01
2.136010646820068359e+00,6.619644118472933769e-04,5.942133665084838867e-01
2.182795763015747070e+00,4.565271956380456686e-04,5.762367248535156250e-01
2.122263908386230469e+00,7.304435712285339832e-04,5.994216203689575195e-01
2.147763013839721680e+00,8.217489230446517467e-04,5.897123217582702637e-01
2.134545803070068359e+00,3.423953894525766373e-04,5.947267413139343262e-01
