2.269561290740966797e+00,5.021799006499350071e-04,5.418748855590820312e-01
2.295151233673095703e+00,2.510899503249675035e-04,5.314837694168090820e-01
2.260197877883911133e+00,2.054372307611629367e-04,5.456598997116088867e-01
2.220155954360961914e+00,3.880481235682964325e-04,5.615452527999877930e-01
2.179708003997802734e+00,3.423953894525766373e-04,5.773653388023376465e-01
2.303057193756103516e+00,2.638955414295196533e-01,5.282662510871887207e-01
2.196224212646484375e+00,2.967426844406872988e-04,5.708985328674316406e-01
2.295808553695678711e+00,2.510899503249675035e-04,5.312362313270568848e-01
2.135187149047851562e+00,2.967426844406872988e-04,5.945140719413757324e-01
2.235915660858154297e+00,1.369581732433289289e-04,5.553697347640991211e-01
