9.929999999999999938e-01,5.000000000000000000e+00
9.963000000000000744e-01,3.000000000000000000e+00
9.956500000000000350e-01,5.000000000000000000e+00
9.905250000000000998e-01,2.000000000000000000e+00
9.927749999999999631e-01,5.000000000000000000e+00
9.940249999999999364e-01,5.000000000000000000e+00
9.956250000000000933e-01,5.000000000000000000e+00
9.936749999999999750e-01,5.000000000000000000e+00
9.922750000000000181e-01,2.000000000000000000e+00
9.943999999999999506e-01,5.000000000000000000e+00
