9.847250000000000725e-01,9.067357517778873444e-03
9.788750000000000506e-01,1.101036276668310165e-02
9.765249999999999764e-01,1.036269403994083405e-02
9.770499999999999741e-01,1.101036276668310165e-02
9.844999999999999307e-01,9.067357517778873444e-03
9.830500000000000904e-01,9.067357517778873444e-03
9.827250000000000707e-01,9.067357517778873444e-03
9.773250000000001103e-01,1.230569928884506226e-02
9.809250000000000469e-01,9.715026244521141052e-03
9.810249999999998138e-01,1.036269403994083405e-02
